Title,Type,Eps,Season,Year,Day,Timeslot,Source,Runtime,Rating,Score,Popularity,Sequel,Studio,Genres,Producers,Licensors
Keroro Gunsou,TV,358,Spring,2004,,,Manga,23,PG-13,7.9,"37,074",FALSE,Sunrise,"Comedy,Mecha,Parody,Sci-Fi,Shounen","TVTokyo,NihonAdSystems,Rakuonsha",Funimation
Mobile Suit Gundam Seed,TV,50,Fall,2002,Saturdays,18:00,Original,24,R,7.9,"107,506",FALSE,Sunrise,"Action,Romance,Mecha,Military,Sci-Fi,Space,Drama","Sotsu,AsatsuDK,MainichiBroadcastingSystem,SonyMusicEntertainment,AtelierMusa",BandaiEntertainment
Saraiya Goyou,TV,12,Spring,2010,Fridays,1:15,Manga,23,PG-13,7.9,"48,154",FALSE,Manglobe,"Historical,Samurai,Seinen","Dentsu,MediaFactory,Movic,FujiTV,Shogakukan","NISAmerica,Inc."
Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,12,Spring,2015,Saturdays,1:55,Manga,24,R,7.9,"71,072",TRUE,PolygonPictures,"Action,Sci-Fi,Space,Mecha,Seinen","StarchildRecords,MainichiBroadcastingSystem,Kodansha,StudioMausu",SentaiFilmworks
Yowamushi Pedal: New Generation,TV,25,Winter,2017,Tuesdays,1:35,Manga,23,PG-13,7.89,"30,976",TRUE,TMSEntertainment,"Comedy,Sports,Drama,Shounen","TVTokyo,ShogakukanProductions,TOHOanimation,AkitaShoten",
Claymore,TV,26,Spring,2007,,,Manga,23,R+,7.89,"372,109",FALSE,Madhouse,"Action,Adventure,SuperPower,Demons,Supernatural,Fantasy,Shounen","VAP,AvexEntertainment,NipponTelevisionNetwork",Funimation
Free!: Eternal Summer,TV,13,Summer,2014,Thursdays,0:00,Original,24,PG-13,7.89,"183,420",TRUE,KyotoAnimation,"SliceofLife,Comedy,Sports,School","Lantis,AnimationDo,IwatobiHighSchoolSwimmingClub,AsahiBroadcasting",Funimation
Jinrui wa Suitai Shimashita,TV,12,Summer,2012,,,Lightnovel,23,PG-13,7.89,"109,356",FALSE,AICA.S.T.A.,"Comedy,Fantasy,Seinen","Sotsu,Lantis,PonyCanyon,Movic,MarvelousAQL",SentaiFilmworks
Michiko to Hatchin,TV,22,Fall,2008,,,Original,22,R,7.89,"95,847",FALSE,Manglobe,"Action,Adventure","MediaFactory,Shochiku,YomikoAdvertising,FujiTV",Funimation
Hanasakeru Seishounen,TV,39,Spring,2009,,,Manga,24,PG-13,7.88,"42,034",FALSE,StudioPierrot,"Drama,Romance,Shoujo","Nonefound,addsome",
Hayate no Gotoku!!,TV,25,Spring,2009,,,Manga,24,PG-13,7.88,"74,855",TRUE,J.C.Staff,"Action,Harem,Comedy,Parody,Romance","TVTokyo,GeneonUniversalEntertainment,ShogakukanProductions,ShogakukanMusic&DigitalEntertainment",SentaiFilmworks
Heartcatch Precure!,TV,49,Winter,2010,Sundays,8:30,Original,24,G,7.88,"14,948",FALSE,ToeiAnimation,"Action,SliceofLife,Fantasy,Magic,Comedy,School,Shoujo","Nonefound,addsome",
Tegamibachi Reverse,TV,25,Fall,2010,Sundays,0:10,Manga,20,PG-13,7.88,"40,417",TRUE,StudioPierrot,"Adventure,Supernatural,Fantasy,Shounen",TVTokyo,SentaiFilmworks
Ao no Exorcist,TV,25,Spring,2011,Sundays,17:00,Manga,24,PG-13,7.87,"763,330",FALSE,A-1Pictures,"Action,Demons,Fantasy,Shounen,Supernatural","Aniplex,Dentsu,MainichiBroadcastingSystem,Movic,SakuraCreate,Shueisha",AniplexofAmerica
Aoi Bungaku Series,TV,12,Fall,2009,,,Novel,22,R,7.87,"110,048",FALSE,Madhouse,"Psychological,Historical,Thriller,Drama,Seinen","Movic,HappinetPictures,RAY",
Chi's Sweet Home: Atarashii Ouchi,TV,104,Spring,2009,,,Manga,3,G,7.87,"18,468",TRUE,Madhouse,"Comedy,Kids,SliceofLife","Nonefound,addsome",DiscotekMedia
Hidamari Sketch x 365,TV,13,Summer,2008,Fridays,1:25,4-komamanga,24,PG-13,7.87,"20,851",TRUE,Shaft,"SliceofLife,Comedy,School,Seinen","Aniplex,Lantis,TBS,Movic,Houbunsha",SentaiFilmworks
Kyoukai no Kanata,TV,12,Fall,2013,Thursdays,0:30,Lightnovel,24,PG-13,7.87,"458,514",FALSE,KyotoAnimation,"SliceofLife,Supernatural,Fantasy","Lantis,PonyCanyon,TBS",SentaiFilmworks
Pandora Hearts,TV,25,Spring,2009,,,Manga,24,PG-13,7.87,"263,365",FALSE,Xebec,"Adventure,Fantasy,Mystery,Shounen,Supernatural","SquareEnix,TBS,flyingDOG","NISAmerica,Inc."
Space☆Dandy,TV,13,Winter,2014,,,Original,24,PG-13,7.87,"152,505",FALSE,Bones,"Sci-Fi,Space,Comedy","BandaiVisual,flyingDOG,BandaiNamcoEntertainment",Funimation
Yamada-kun to 7-nin no Majo (TV),TV,12,Spring,2015,Sundays,23:30,Manga,24,PG-13,7.87,"269,955",FALSE,LIDENFILMS,"Harem,Mystery,Comedy,Supernatural,Romance,School,Shounen","Dentsu,FrontierWorks,Kodansha,Rakuonsha,UltraSuperPictures,Memory-Tech,Daiichikosho,LawsonHMVEntertainment,Amuse,Animatic,A-Sketch",Crunchyroll
Yamato Nadeshiko Shichihenge♥,TV,25,Fall,2006,,,Manga,24,PG-13,7.87,"101,624",FALSE,NipponAnimation,"Comedy,Shoujo","Nonefound,addsome","ADVFilms,Funimation"
Bokura wa Minna Kawaisou,TV,12,Spring,2014,,,Manga,24,PG-13,7.86,"196,124",FALSE,Brain'sBase,"SliceofLife,Comedy,Romance,School",TBS,SentaiFilmworks
K-On!,TV,13,Spring,2009,Fridays,1:59,4-komamanga,24,PG-13,7.86,"456,692",FALSE,KyotoAnimation,"SliceofLife,Comedy,Music,School","PonyCanyon,TBS,Movic,Rakuonsha,AnimationDo","BandaiEntertainment,SentaiFilmworks"
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,TV,12,Spring,2017,Tuesdays,23:30,Lightnovel,24,PG-13,7.86,"119,068",FALSE,"Satelight,C2C","Sci-Fi,Drama,Romance,Fantasy","Lantis,KadokawaShoten,AT-X,DAXProduction,KlockWorx,KadokawaMediaHouse,ProductionAce",
Tantei Gakuen Q,TV,45,Spring,2003,,,Manga,25,PG-13,7.86,"19,059",FALSE,StudioPierrot,"Comedy,Drama,Mystery,Police,Shounen","GroupTAC,Kodansha",
Ao Haru Ride,TV,12,Summer,2014,Tuesdays,0:00,Manga,23,PG-13,7.85,"295,705",FALSE,ProductionI.G,"Comedy,Drama,Romance,School,Shoujo,SliceofLife","MainichiBroadcastingSystem,Movic,SonyMusicEntertainment,TOHOanimation,Shueisha,BS11,Animatic,HakuhodoDYMediaPartners,SonyPCL",SentaiFilmworks
Binbougami ga!,TV,13,Summer,2012,,,Manga,23,PG-13,7.85,"140,285",FALSE,Sunrise,"Comedy,Parody,Supernatural,Shounen","TVTokyo,BandaiVisual,Dentsu,TrinitySound,SonyMusicEntertainment,StudioJack,Shueisha",Funimation
Hoozuki no Reitetsu,TV,13,Winter,2014,Fridays,1:35,Manga,24,PG-13,7.85,"62,253",FALSE,WitStudio,"Comedy,Demons,Supernatural,Fantasy,Seinen","StarchildRecords,MainichiBroadcastingSystem,Kodansha",SentaiFilmworks
Kyou kara Maou!,TV,78,Spring,2004,,,Lightnovel,25,PG-13,7.85,"65,599",FALSE,StudioDeen,"Adventure,Comedy,Demons,Fantasy,Shoujo",NHK,GeneonEntertainmentUSA
Naruto,TV,220,Fall,2002,Thursdays,19:30,Manga,23,PG-13,7.85,"860,573",FALSE,StudioPierrot,"Action,Comedy,SuperPower,MartialArts,Shounen","TVTokyo,Aniplex,Shueisha",VizMedia
Ueki no Housoku,TV,51,Spring,2005,Mondays,18:30,Manga,23,PG-13,7.85,"69,535",FALSE,StudioDeen,"Adventure,Comedy,Supernatural,Drama,Shounen","ShogakukanProductions,StudioIzena,StudioTulip,TVTokyoMusic","Funimation,GeneonEntertainmentUSA"
Arslan Senki (TV),TV,25,Spring,2015,Sundays,17:00,Manga,24,R,7.84,"192,304",FALSE,"SANZIGEN,LIDENFILMS","Action,Adventure,Historical,Drama,Fantasy,Shounen","Dentsu,MainichiBroadcastingSystem,Kodansha,MagicCapsule,UltraSuperPictures,Graphinica,NBCUniversalEntertainmentJapan",Funimation
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV,13,Spring,2015,Saturdays,1:05,Lightnovel,24,PG-13,7.84,"478,075",FALSE,J.C.Staff,"Action,Adventure,Comedy,Romance,Fantasy","Genco,Movic,WarnerBros.,KlockWorx,SoftBankCreativeCorp.,Showgate,MAGES.,Furyu",SentaiFilmworks
Genshiken 2,TV,12,Fall,2007,,,Manga,24,R,7.84,"60,203",TRUE,Arms,"Comedy,Parody,SliceofLife","Genco,Lantis,MediaFactory,KidsStation,MagicCapsule,PalmStudio,Showgate",MediaBlasters
Hai to Gensou no Grimgar,TV,12,Winter,2016,Mondays,0:30,Lightnovel,24,PG-13,7.84,"297,410",FALSE,A-1Pictures,"Action,Adventure,Drama,Fantasy",TOHOanimation,Funimation
Lucky☆Star,TV,24,Spring,2007,Mondays,0:00,4-komamanga,24,PG-13,7.84,"351,116",FALSE,KyotoAnimation,"SliceofLife,Comedy,Parody,School","Lantis,Rakuonsha,LuckyParadise","Funimation,BandaiEntertainment,KadokawaPicturesUSA"
Nisekoi,TV,20,Winter,2014,Saturdays,23:30,Manga,24,PG-13,7.84,"448,335",FALSE,Shaft,"Harem,Comedy,Romance,School,Shounen","Aniplex,MainichiBroadcastingSystem,Shueisha",AniplexofAmerica
Shaman King,TV,64,Summer,2001,Wednesdays,18:30,Manga,23,PG-13,7.84,"198,182",FALSE,Xebec,"Action,Adventure,Comedy,Supernatural,Drama,Shounen","TVTokyo,NihonAdSystems,TVTokyoMusic",4KidsEntertainment
Toaru Kagaku no Railgun,TV,24,Fall,2009,,,Manga,24,PG-13,7.84,"270,197",FALSE,J.C.Staff,"Action,Sci-Fi,SuperPower","GeneonUniversalEntertainment,Movic,AT-X,ASCIIMediaWorks,ProjectRailgun",Funimation
Arakawa Under the Bridge x Bridge,TV,13,Fall,2010,,,Manga,23,PG-13,7.83,"94,280",TRUE,Shaft,"Comedy,Romance,Seinen","SquareEnix,StarchildRecords,TVTokyoMusic,GANSIS","NISAmerica,Inc."
Bishoujo Senshi Sailor Moon Crystal Season III,TV,13,Spring,2016,Mondays,23:00,Manga,24,PG-13,7.83,"22,403",TRUE,ToeiAnimation,"Demons,Magic,Romance,Shoujo","StarchildRecords,Kodansha",VizMedia
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,TV,11,Summer,2016,Thursdays,23:30,Game,23,R,7.83,"102,042",TRUE,Lerche,"Action,Mystery,Horror,Psychological","Nonefound,addsome",Funimation
Pokemon XY&Z,TV,47,Fall,2015,Thursdays,18:55,Game,23,PG,7.83,"25,265",TRUE,OLM,"Action,Adventure,Comedy,Fantasy,Kids","Nonefound,addsome",ThePokemonCompanyInternational
Seikai no Senki,TV,13,Spring,2000,,,Lightnovel,25,PG-13,7.83,"20,706",TRUE,Sunrise,"Action,Military,Romance,Sci-Fi,Space","BandaiVisual,WOWOW,BeSTACK","Funimation,BandaiEntertainment"
Seitokai Yakuindomo*,TV,13,Winter,2014,,,4-komamanga,23,R,7.83,"122,513",TRUE,GoHands,"SliceofLife,Comedy,School,Shounen",StarchildRecords,
Sidonia no Kishi,TV,12,Spring,2014,,,Manga,24,R,7.83,"141,562",FALSE,PolygonPictures,"Action,Mecha,Sci-Fi,Seinen,Space","StarchildRecords,MainichiBroadcastingSystem,Kodansha,KlockWorx",SentaiFilmworks
Akame ga Kill!,TV,24,Summer,2014,Mondays,0:00,Manga,23,R,7.82,"668,710",FALSE,WhiteFox,"Action,Adventure,Fantasy","SquareEnix,TOHOanimation",SentaiFilmworks
Kimi to Boku.,TV,13,Fall,2011,,,Manga,24,PG-13,7.82,"101,021",FALSE,J.C.Staff,"Comedy,Drama,Romance,School,Shounen,SliceofLife","TVTokyo,Aniplex,SquareEnix,NihonAdSystems,Movic,KimiToBokuProductionPartners",
Lupin the Third: Mine Fujiko to Iu Onna,TV,13,Spring,2012,,,Manga,23,R+,7.82,"28,150",FALSE,TMSEntertainment,"Action,Adventure,Comedy,Ecchi,Samurai,Seinen","TohokushinshaFilmCorporation,Po10tial,NipponTelevisionNetwork",Funimation
Romeo x Juliet,TV,24,Spring,2007,,,Book,24,PG-13,7.82,"107,552",FALSE,Gonzo,"Fantasy,Romance,Historical,Drama","GDH,KadokawaShoten,CBC,SKYPerfectWellThink,HappinetPictures,SotsuMusicPublishing",Funimation
Tetsuwan Birdy Decode:02,TV,12,Winter,2009,Saturdays,2:10,Manga,23,R,7.82,"33,084",FALSE,A-1Pictures,"Action,Sci-Fi,Comedy","Aniplex,Shogakukan",Funimation
Another,TV,12,Winter,2012,,,Novel,24,R,7.81,"682,928",FALSE,P.A.Works,"Mystery,Horror,Supernatural,Thriller,School","Lantis,KadokawaShoten,Toho,KlockWorx,BandaiNamcoLiveCreative,NTTDocomo",SentaiFilmworks
High School DxD New,TV,12,Summer,2013,Sundays,20:30,Lightnovel,24,R+,7.81,"344,393",TRUE,TNK,"Action,Harem,Comedy,Demons,Romance,Ecchi,School","Genco,FujimiShobo",Funimation
Maria-sama ga Miteru: Haru,TV,13,Summer,2004,,,Lightnovel,24,PG-13,7.81,"16,508",TRUE,StudioDeen,"Drama,Romance,School,Shoujo,ShoujoAi","Nonefound,addsome",NozomiEntertainment
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,TV,10,Winter,2013,Saturdays,1:30,Lightnovel,23,PG-13,7.81,"274,924",FALSE,Diomedea,"Comedy,Supernatural,Fantasy","KadokawaShoten,NipponColumbia,flyingDOG,ProjectNoName",SentaiFilmworks
Owari no Seraph: Nagoya Kessen-hen,TV,12,Fall,2015,Saturdays,22:00,Manga,23,R,7.81,"264,569",TRUE,WitStudio,"Action,Supernatural,Drama,Vampire,Shounen","NBCUniversalEntertainmentJapan,Shueisha",Funimation
Toaru Majutsu no Index II,TV,24,Fall,2010,,,Lightnovel,23,R,7.81,"216,992",TRUE,J.C.Staff,"Action,Sci-Fi,SuperPower,Magic","GeneonUniversalEntertainment,SquareEnix,AT-X,ASCIIMediaWorks,DelfiSound",Funimation
Tsuritama,TV,12,Spring,2012,Fridays,1:15,Original,23,PG-13,7.81,"102,731",FALSE,A-1Pictures,"Comedy,Sci-Fi,SliceofLife,Sports","Aniplex,Dentsu,FujiTV,tsuritamapartners,SakuraCreate",SentaiFilmworks
AKB0048: Next Stage,TV,13,Winter,2013,,,Original,23,PG-13,7.8,"24,921",TRUE,Satelight,"Music,Sci-Fi",StarchildRecords,SentaiFilmworks
Bungou Stray Dogs,TV,12,Spring,2016,Thursdays,1:05,Manga,23,R,7.8,"292,136",FALSE,Bones,"Action,Mystery,Comedy,Supernatural,Seinen","Lantis,Movic,KlockWorx,BandaiNamcoLiveCreative,Glovision,LawsonHMVEntertainment,SonyPCL",
Chi's Sweet Home,TV,104,Spring,2008,,,Manga,3,G,7.8,"40,879",FALSE,Madhouse,"SliceofLife,Comedy","TVTokyo,HakuhodoDYMediaPartners",DiscotekMedia
Hourou Musuko,TV,11,Winter,2011,Fridays,1:15,Manga,23,PG-13,7.8,"65,690",FALSE,AICClassic,"Drama,School,SliceofLife","Aniplex,AIC,Dentsu,FujiTV,MagicCapsule,Enterbrain,FujiPacificMusicPublishing",
Mitsudomoe Zouryouchuu!,TV,8,Winter,2011,,,Unknown,24,PG-13,7.8,"29,455",TRUE,Bridge,"SliceofLife,Comedy,School","Lantis,Cospa,StudioMausu",
Soredemo Sekai wa Utsukushii,TV,12,Spring,2014,,,Manga,22,PG-13,7.8,"128,743",FALSE,StudioPierrot,"Adventure,Romance,Fantasy,Shoujo","VAP,Hakusensha,NipponTelevisionNetwork",SentaiFilmworks
Working!!,TV,13,Spring,2010,,,4-komamanga,24,PG-13,7.8,"227,927",FALSE,A-1Pictures,"SliceofLife,Comedy,Romance","Aniplex,Rakuonsha","NISAmerica,Inc."
Baka to Test to Shoukanjuu,TV,13,Winter,2010,Thursdays,2:20,Lightnovel,24,PG-13,7.79,"356,090",FALSE,SilverLink.,"Comedy,Romance,School,SuperPower","Lantis,MediaFactory,Cospa,T.OEntertainment",Funimation
Daa! Daa! Daa!,TV,78,Spring,2000,Tuesdays,18:00,Manga,25,G,7.79,"14,291",FALSE,J.C.Staff,"Comedy,Sci-Fi,Shoujo","Nonefound,addsome",
Densetsu no Yuusha no Densetsu,TV,24,Summer,2010,,,Lightnovel,24,R,7.79,"161,161",FALSE,Zexcs,"Action,Adventure,Magic,Fantasy,Shounen","Lantis,MediaFactory,KadokawaContentsGate,FujimiShobo",Funimation
Eikoku Koi Monogatari Emma,TV,12,Spring,2005,,,Manga,25,G,7.79,"28,304",FALSE,StudioPierrot,"SliceofLife,Historical,Drama,Romance,Seinen","PonyCanyon,TBS,ToshibaEntertainment,FujiCreative",NozomiEntertainment
Elfen Lied,TV,13,Summer,2004,Sundays,22:30,Manga,25,R+,7.79,"754,973",FALSE,Arms,"Action,Horror,Psychological,Supernatural,Drama,Romance,Seinen","VAP,Genco,A-Line",ADVFilms
Flip Flappers,TV,13,Fall,2016,Thursdays,21:00,Original,23,PG-13,7.79,"88,997",FALSE,Studio3Hz,"Sci-Fi,Adventure,Comedy","Sotsu,Lantis,AT-X,GAGA,HappinetPictures,BSFuji,TokyoMX,HakuhodoDYMusic&Pictures,MedicosEntertainment,Infinite,RAY",SentaiFilmworks
Hakkenden: Touhou Hakken Ibun 2nd Season,TV,13,Summer,2013,,,Manga,24,PG-13,7.79,"38,689",TRUE,StudioDeen,"Action,Fantasy,Shoujo,Supernatural","BandaiVisual,FrontierWorks,Lantis,Movic,DAXProduction,SonyPCL",SentaiFilmworks
K: Return of Kings,TV,13,Fall,2015,Saturdays,1:55,Original,24,PG-13,7.79,"150,120",TRUE,GoHands,"Action,SuperPower,Supernatural","StarchildRecords,MainichiBroadcastingSystem,StudioTulip,Glovision",VizMedia
Yume-iro Pâtissière SP Professional,TV,13,Fall,2010,,,Manga,24,G,7.79,"23,218",TRUE,StudioPierrot,"SliceofLife,Shoujo",Shueisha,
Blood+,TV,50,Fall,2005,Saturdays,18:00,Original,24,R,7.78,"235,851",FALSE,ProductionI.G,"Action,Military,Mystery,Horror,Supernatural,Drama,Vampire","Aniplex,MainichiBroadcastingSystem",SonyPicturesEntertainment
Bokurano,TV,24,Spring,2007,Mondays,1:30,Manga,23,R,7.78,"93,710",FALSE,Gonzo,"Sci-Fi,Psychological,Drama,Mecha",SotsuMusicPublishing,DiscotekMedia
Demi-chan wa Kataritai,TV,12,Winter,2017,Sundays,0:00,Manga,23,PG-13,7.78,"148,076",FALSE,A-1Pictures,"Comedy,Vampire,Fantasy,School,Seinen","Aniplex,Kodansha,KanetsuCo.,LTD.",
Fruits Basket,TV,26,Summer,2001,Thursdays,18:00,Manga,24,PG-13,7.78,"274,730",FALSE,StudioDeen,"SliceofLife,Comedy,Drama,Romance,Fantasy,Shoujo","TVTokyo,NihonAdSystems,KingRecords",Funimation
Gakuen Alice,TV,26,Fall,2004,,,Manga,25,G,7.78,"59,428",FALSE,GroupTAC,"Comedy,Magic,School,Shoujo","Aniplex,SogoVision",NozomiEntertainment
Minami-ke,TV,13,Fall,2007,Mondays,Unknown,Manga,24,PG-13,7.78,"117,573",FALSE,Daume,"SliceofLife,Comedy,School","StarchildRecords,MagicCapsule,EyeMove,SunnySideUp",
Panty & Stocking with Garterbelt,TV,13,Fall,2010,,,Original,23,R,7.78,"187,459",FALSE,Gainax,"Action,Comedy,Parody,Supernatural,Ecchi","KadokawaShoten,HalfH.PStudio,AT-X,KadokawaPicturesJapan,KlockWorx,flyingDOG,KadokawaContentsGate",Funimation
Poyopoyo Kansatsu Nikki,TV,52,Winter,2012,Sundays,Unknown,4-komamanga,3,PG,7.78,"15,188",FALSE,StudioDeen,"SliceofLife,Comedy,Seinen","DAXProduction,DreamCreation,MöbiusTone",
Sora no Otoshimono: Forte,TV,12,Fall,2010,,,Manga,23,PG-13,7.78,"172,918",TRUE,AICA.S.T.A.,"Comedy,Ecchi,Harem,Romance,Sci-Fi,Shounen,Supernatural","KadokawaShoten,KadokawaPicturesJapan,KlockWorx,NTTDocomo",Funimation
Texhnolyze,TV,22,Spring,2003,Thursdays,3:28,Original,23,R+,7.78,"115,148",FALSE,Madhouse,"Action,Sci-Fi,Psychological,Drama","GroupTAC,RondoRobe,FujiTV,PioneerLDC","Funimation,GeneonEntertainmentUSA"
Udon no Kuni no Kiniro Kemari,TV,12,Fall,2016,Sundays,1:55,Manga,22,PG-13,7.78,"55,510",FALSE,LIDENFILMS,"SliceofLife,Fantasy,Seinen","VAP,NipponTelevisionNetwork,NipponTelevisionMusic,NishinipponBroadcasting,DaiNipponPrinting,ShinchoshaPublishing",
Aria The Animation,TV,13,Fall,2005,Thursdays,1:30,Manga,24,G,7.77,"89,203",FALSE,HalFilmMaker,"Fantasy,Sci-Fi,Shounen,SliceofLife","TVTokyo,Shochiku,MagGarden",NozomiEntertainment
Chrno Crusade,TV,24,Fall,2003,Tuesdays,2:28,Manga,23,R,7.77,"156,586",FALSE,Gonzo,"Action,Historical,Demons,Supernatural,Romance","Lantis,KadokawaShoten,FujiTV","ADVFilms,Funimation"
Full Metal Panic!,TV,24,Winter,2002,Tuesdays,18:30,Lightnovel,24,R,7.77,"290,745",FALSE,Gonzo,"Action,Military,Sci-Fi,Comedy,Mecha",KadokawaShoten,"ADVFilms,Funimation"
Guilty Crown,TV,22,Fall,2011,Fridays,1:15,Original,24,R,7.77,"570,216",FALSE,ProductionI.G,"Action,Drama,Sci-Fi,SuperPower","Aniplex,Dentsu,Movic,FujiTV,FujiPacificMusicPublishing",Funimation
Jigoku Shoujo Mitsuganae,TV,26,Fall,2008,Saturdays,17:00,Original,24,R,7.77,"68,844",TRUE,StudioDeen,"Mystery,Psychological,Supernatural","Aniplex,TokyoMX",SentaiFilmworks
New Game!,TV,12,Summer,2016,Mondays,22:30,4-komamanga,24,PG-13,7.77,"165,480",FALSE,DogaKobo,"SliceofLife,Comedy,Seinen","FrontierWorks,KadokawaShoten,Movic,AT-X,DelfiSound,SonyMusicCommunications,Houbunsha,MAGES.,Lawson",Funimation
Shingeki no Bahamut: Genesis,TV,12,Fall,2014,Mondays,23:30,Game,24,R,7.77,"207,979",FALSE,MAPPA,"Action,Adventure,Demons,Fantasy,Magic,Supernatural","NBCUniversalEntertainmentJapan,Cygames",Funimation
Jigoku Shoujo,TV,26,Fall,2005,,,Original,25,R,7.76,"205,778",FALSE,StudioDeen,"Mystery,Horror,Psychological,Supernatural","Aniplex,SKYPerfectWellThink",Funimation
Kanojo to Kanojo no Neko: Everything Flows,TV,4,Winter,2016,Fridays,23:17,Original,7,G,7.76,"52,414",FALSE,LIDENFILMS,"Psychological,Romance,SliceofLife","Lantis,CoMixWaveFilms",
Kemono Friends,TV,12,Winter,2017,Wednesdays,1:35,Game,24,PG,7.76,"34,469",FALSE,Yaoyorozu,"Adventure,Comedy,Fantasy","TVTokyo,VictorEntertainment,AT-X,KlockWorx,flyingDOG,Bushiroad,AgeGlobalNetworks,famima.com,DocomoAnimeStore,Crunchyroll,JustPro",
Mahouka Koukou no Rettousei,TV,26,Spring,2014,Sundays,0:30,Lightnovel,23,PG-13,7.76,"377,778",FALSE,Madhouse,"Action,Sci-Fi,Supernatural,Magic,Romance,School","Aniplex,SquareEnix,Movic,ASCIIMediaWorks",AniplexofAmerica
Minami-ke Tadaima,TV,13,Winter,2013,,,Manga,24,PG-13,7.76,"35,699",TRUE,feel.,"Comedy,School,SliceofLife","Nonefound,addsome",Funimation
Nobunaga Concerto,TV,10,Summer,2014,,,Manga,22,PG-13,7.76,"31,055",FALSE,FujiTV,"Historical,Romance,Shounen",PonyCanyon,
Nurarihyon no Mago,TV,24,Summer,2010,,,Manga,24,PG-13,7.76,"147,290",FALSE,StudioDeen,"Action,Demons,Shounen,Supernatural","YomiuriTelecasting,YomikoAdvertising,PonyCanyon,Toho,Shueisha,BS11,HakuhodoDYMediaPartners",VizMedia
Princess Principal,TV,12,Summer,2017,Sundays,23:00,Original,25,R,7.75,"68,299",FALSE,"Actas,Studio3Hz","Action,Mystery","BandaiVisual,Lantis,Movic,TokyoMX,Q-Tec,HakuhodoDYMusic&Pictures,MedicosEntertainment",SentaiFilmworks
Rakudai Kishi no Cavalry,TV,12,Fall,2015,Saturdays,23:00,Lightnovel,23,R,7.76,"278,187",FALSE,"SilverLink.,Nexus","Action,Romance,Ecchi,Fantasy,School",flyingDOG,SentaiFilmworks
Servant x Service,TV,13,Summer,2013,,,4-komamanga,23,PG-13,7.76,"94,853",FALSE,A-1Pictures,"Comedy,SliceofLife","Aniplex,HalfH.PStudio,AsahiBroadcasting",AniplexofAmerica
Tokyo Ravens,TV,24,Fall,2013,Wednesdays,0:30,Lightnovel,23,PG-13,7.76,"216,733",FALSE,8bit,"Comedy,SuperPower,Supernatural,School,Shounen","GeneonUniversalEntertainment,Movic,Bushiroad,Showgate,TokyoMX,FujimiShobo",Funimation
Utawarerumono,TV,26,Spring,2006,Tuesdays,2:40,Visualnovel,23,R,7.76,"104,399",FALSE,OLM,"Action,Sci-Fi,Drama,Fantasy","Lantis,HalfH.PStudio,AQUAPLUS","ADVFilms,Funimation"
Ichigo Mashimaro,TV,12,Summer,2005,Fridays,Unknown,4-komamanga,24,PG-13,7.75,"52,191",FALSE,Daume,"SliceofLife,Comedy","TBS,Movic","SentaiFilmworks,GeneonEntertainmentUSA"
Rozen Maiden: Träumend,TV,12,Fall,2005,Fridays,1:55,Manga,24,PG-13,7.75,"78,262",TRUE,Nomad,"Action,Comedy,Drama,Magic,Seinen","MellowHead,TBS",SentaiFilmworks
To LOVE-Ru Darkness,TV,12,Fall,2012,,,Manga,23,R+,7.75,"169,149",TRUE,Xebec,"Comedy,Ecchi,Harem,Romance,School,Sci-Fi,Shounen","GeneonUniversalEntertainment,MagicCapsule,Shueisha",SentaiFilmworks
Ao no Exorcist: Kyoto Fujouou-hen,TV,12,Winter,2017,Saturdays,1:55,Manga,24,PG-13,7.74,"216,866",TRUE,A-1Pictures,"Action,Demons,Supernatural,Fantasy,Shounen","Aniplex,Dentsu,MainichiBroadcastingSystem,Movic,Shueisha",AniplexofAmerica
Ga-Rei: Zero,TV,12,Fall,2008,Mondays,0:00,Manga,23,R,7.74,"162,285",FALSE,"AICSpirits,Asread","Action,SuperPower,Supernatural,Thriller","Lantis,KadokawaShoten,Rakuonsha,KadokawaPicturesJapan,KlockWorx",Funimation
Hakuouki Hekketsuroku,TV,10,Fall,2010,Mondays,Unknown,Visualnovel,24,R,7.74,"56,529",TRUE,StudioDeen,"Action,Historical,Supernatural,Drama,Samurai,Josei","Nonefound,addsome",SentaiFilmworks
Kore wa Zombie Desu ka? of the Dead,TV,10,Spring,2012,Thursdays,Unknown,Lightnovel,24,R,7.74,"216,590",TRUE,StudioDeen,"Action,Harem,Comedy,Supernatural,Magic,Ecchi","KadokawaShoten,AT-X,KadokawaPicturesJapan,KlockWorx,flyingDOG",Funimation
Mujin Wakusei Survive,TV,52,Fall,2003,,,Original,25,G,7.74,"14,432",FALSE,"Madhouse,TelecomAnimationFilm","Action,Adventure,Fantasy,Sci-Fi,SliceofLife","Nonefound,addsome",
No.6,TV,11,Summer,2011,Fridays,1:15,Novel,23,R,7.74,"202,625",FALSE,Bones,"Action,Sci-Fi","Aniplex,Dentsu,Kodansha,FujiTV",SentaiFilmworks
